EcommerceSite,Rating,Recommends,Reviews,ReviewId
Trulyhyper.com,2.09,27%,(131 Votes),925873411
Neevov.com,2.53,47%,(202 Votes),925872846
Coolbuy.in,1.44,11%,(333 Votes),925872844
Meenabazaar.com,2.04,26%,(321 Votes),925872843
Confidentialcouture.com,2,29%,(309 Votes),925872840
Jaxtakart.com,1.5,13%,"(2,533 Votes)",925872809
Gemsratna.com,2.67,48%,(273 Votes),925872623
Panajoy.com,3.44,78%,(9 Votes),925872618
Oneplusstore.in,2.16,29%,(737 Votes),925872476
Tectotron.com,2.75,57%,(321 Votes),925872373
Ibuychemikals.com,1.88,28%,(10 Votes),925872286
Bizongo.in,1.33,1%,(6 Votes),925871908
Croma.com,1.81,25%,"(4,054 Votes)",925868262
Phonebibi.com,1.63,21%,"(1,058 Votes)",925868133
Ornaz.com,3,60%,(5 Votes),925868064
Mrvoonik.com,2.63,52%,(749 Votes),925868018
Packingsupply.in,1,0%,(6 Votes),925867204
Zipker.com,1.56,15%,"(2,699 Votes)",925867114
Wish.com,1.62,18%,"(2,758 Votes)",925865381
Oyeshop.com,3.08,50%,(143 Votes),925865317
Browntape.com,2.38,38%,(8 Votes),925865253
Bellstoneonline.com,2,40%,(5 Votes),925865186
Mywatchkart.com,1.56,11%,(9 Votes),925865181
Wforwoman.com,1.35,15%,(238 Votes),925865180
Droom.in,4.17,72%,"(2,319 Votes)",925864692
Tatacliq.com,1.44,13%,"(8,430 Votes)",925864671
Coolwinks.com,3.08,67%,"(7,431 Votes)",925864184
Myselections.in,4.32,90%,(535 Votes),925863826
Puma.com,3.09,59%,"(1,332 Votes)",925862312
Sundayrest.com,2.5,40%,(452 Votes),925862115
Flintstop.com,3.36,86%,(166 Votes),925862081
Mojarto.com,1.4,10%,(131 Votes),925861866
Rakhibazaar.com,3.16,60%,(880 Votes),925861863
Majorbrands.in,2.53,47%,(178 Votes),925861589
Shopnaari.com,1.55,18%,(131 Votes),925861168
Bombayshavingcompany.com,2.5,50%,(2 Votes),925860894
Shoppingkart24.com,3.13,63%,(178 Votes),925860865
Femiza.com,2.75,50%,(4 Votes),925860269
Admyrin.com,1.07,4%,(155 Votes),925860261
RoomStory.com,2,25%,(4 Votes),925860221
gofynd.com,1.98,24%,(499 Votes),925860219
Robu.in,3.89,78%,(9 Votes),925860172
Rakhiz.com,3,63%,(8 Votes),925857289
Turtlelittle.com,2.5,50%,(3 Votes),925855242
Hidesign.com,1.67,17%,(6 Votes),925855223
Craftkorner.com,1.67,0%,(3 Votes),925855213
Qtrove.com,1.83,23%,(321 Votes),925854672
Purpledip.com,1.75,25%,(4 Votes),925847300
Pricedekho.com,2.5,50%,(8 Votes),925844039
footprint360.com,1.8,20%,(5 Votes),925844023
Flyrobe.com,1.22,7%,"(1,308 Votes)",925841937
Customfurnish.com,2.5,33%,(6 Votes),925841879
Shimply.com,3,100%,(1 Vote),925841747
Foodonn.com,4.5,100%,(8 Votes),925841140
Giftease.com,2.4,40%,(10 Votes),925840944
Pretmode.com,1.5,25%,(4 Votes),925840715
Lurap.com,2.23,40%,(380 Votes),925840690
Thepostbox.in,3,100%,(1 Vote),925840656
Uptown18.com,1,1%,(202 Votes),925840655
Rega-it.com,2.11,33%,(9 Votes),925840596
Mydreamstore.in,1.47,16%,"(1,284 Votes)",925840585
Onlineclues.com,2.23,36%,(809 Votes),925840567
Smesauda.com,1,0%,(1 Vote),925840538
Steelbirdhelmet.com,3.57,81%,(440 Votes),925840482
Snobbox.com,2.33,33%,(3 Votes),925840462
Sundaykart.com,2,100%,(1 Vote),925840439
Pumpbazaar.com,2,50%,(2 Votes),925840252
Ediy.in,1,2%,(238 Votes),925840095
Mi.com,2.47,45%,"(4,090 Votes)",925840064
Urdoorstep.com,1,1%,(583 Votes),925839996
Mrbutton.in,3.18,55%,(131 Votes),925839861
Open2kart.com,2.43,43%,(285 Votes),925839834
Pulidobozal.com,3,50%,(2 Votes),925839832
Stylista.com,1,1%,(1 Vote),925839793
Ratnagirimango.com,1,1%,(5 Votes),925839761
Back2basics.farm,1.5,17%,(6 Votes),925839703
Wowtrendy.com,1,0%,(1 Vote),925839370
PipaBella.com,2.11,33%,(9 Votes),925839359
Kraftly.com,1.41,11%,"(1,130 Votes)",925839311
Mydentistchoice.com,1,0%,(2 Votes),925838982
FastTicket.in,3.67,67%,(3 Votes),925837864
Flowersnfruits.com,1.71,28%,(357 Votes),925837814
Williampenn.net,2.38,38%,(8 Votes),925837812
Kickstarter.com,3,67%,(3 Votes),925831539
Titan.co.in,1.95,30%,(238 Votes),925828633
Kanjivaramsilks.com,3.38,63%,(8 Votes),925828197
Thenorthface.com,4,100%,(2 Votes),925816849
Cubishop.com,2,1%,(2 Votes),925816742
Syberplace.com,1.88,19%,(190 Votes),925813201
Diy.com,1,0%,(3 Votes),925811169
Demoport.in,4,100%,(3 Votes),925807238
Abof.com,3,58%,"(2,105 Votes)",925806373
Surface180.com,2.5,50%,(2 Votes),925805340
Caratstyle.com,4,100%,(4 Votes),925805333
FomoKart.com,4,100%,(2 Votes),925805288
LandmarkShops.in,3.57,86%,(7 Votes),925805223
Roposo.com,2.24,52%,"(1,213 Votes)",925803392
SplashFragrance.in,3.93,81%,"(1,201 Votes)",925801039
IndustryKart.com,3.63,75%,(190 Votes),925796849
Yroo.com,1.18,0%,(131 Votes),925795887
Voylla.com,2.43,43%,(595 Votes),925795477
Cartpaysolutions.com,2.02,50%,(357 Votes),925793895
TC5.in,4.92,100%,(143 Votes),925793562
Industrybuying.com,1.88,27%,"(4,316 Votes)",925792749
CredR.com,1,53%,(880 Votes),925792637
Clovia.com,2.82,51%,"(1,653 Votes)",925791211
SastaSundar.com,2.35,40%,(511 Votes),925791095
Tidebuy.com,1,1%,(1 Vote),925790531
Tinydeal.com,4,80%,(5 Votes),925788317
Electrikals.com,3.6,80%,(5 Votes),925787451
Newegg.com,4.33,100%,(3 Votes),925786161
NaturalMantra.com,3,75%,(4 Votes),925776822
Cashbackindia.in,2.38,38%,(155 Votes),925775623
Chefkraft.com,4,100%,(1 Vote),925775620
Ticketnew.com,2.29,34%,(452 Votes),925774724
TBdress.com,2,1%,(3 Votes),925774490
Decathlon.in,2.21,37%,"(1,118 Votes)",925773512
Ezebee.com,4,100%,(3 Votes),925771481
Onlineshoes.com,2.74,53%,(404 Votes),925769505
Tadpolestore.com,2,50%,(2 Votes),925769440
Voxpop.com,4,90%,(10 Votes),925769259
Dealnloot.com,4,83%,(214 Votes),925769136
Bookmeds.com,3.19,76%,(440 Votes),925767843
Clickbank.com,3.86,86%,(7 Votes),925762948
Etsy.com,2.5,50%,(6 Votes),925759804
Zoffio.com,3,55%,(131 Votes),925759765
AliExpress.com,2.25,38%,"(5,065 Votes)",925758176
Dogspot.in,4,100%,(7 Votes),925754888
FragranceX.com,3,60%,(5 Votes),925754383
Zobello.com,3.5,100%,(2 Votes),925753989
Shopcj.com,1.54,15%,"(1,831 Votes)",925753937
Eurekaforbes.com,3.78,53%,(832 Votes),925753680
PetShop18.com,3.72,90%,(178 Votes),925748399
Storewalk.in,3,100%,(1 Vote),925748383
WebmallIndia.com,3.5,50%,(2 Votes),925748113
Togofogo.com,2.13,41%,"(1,462 Votes)",925748106
Creyate.com,2.33,17%,(6 Votes),925747777
Photohaat.com,4,100%,(1 Vote),925747776
Induscraft.com,4.41,93%,(321 Votes),925747730
Voonik.com,1.97,27%,"(7,491 Votes)",925747640
Indiafreestuff.in,3.69,77%,(166 Votes),925747493
Madhuloka.com,1.88,25%,(8 Votes),925747484
MeraGrocer.com,2.33,17%,(6 Votes),925742965
TheStore.in,1.78,22%,(9 Votes),925741989
MonkBro,3.25,50%,(2 Votes),925740970
TyreOnWheels.com,1.63,21%,(226 Votes),925740961
Ar4mangoes.com,1,50%,(2 Votes),925740736
Homeneed.com,4,100%,(1 Vote),925740588
MyVishal.com,1.69,20%,(416 Votes),925740499
Johareez.com,4,100%,(2 Votes),925740191
Bonitto.in,1.5,50%,(4 Votes),925740120
HappilyUnmarried.com,2.75,55%,(238 Votes),925739637
Swarovski.com,2.86,57%,(7 Votes),925739635
Cost-club.com,2.33,33%,(3 Votes),925739539
Biba.in,1.82,24%,(583 Votes),925739328
Zooper.com,2.58,50%,(143 Votes),925738676
Planeteves.com,2.87,53%,(273 Votes),925738656
Magnuskart.com,1,100%,(1 Vote),925738623
Coke2home.com,3.11,56%,(9 Votes),925738618
Velvetcase.com,3,67%,(6 Votes),925738564
Urbandazzle.com,4,100%,(5 Votes),925738524
Flaberry.com,1.26,7%,"(2,770 Votes)",925738185
Giftcardsindia.in,2.2,40%,(10 Votes),925738060
Meandmygifts.com,4,100%,(2 Votes),925738038
Icchipset.com,3,100%,(1 Vote),925738037
Sapnaonline.com,1.53,18%,(773 Votes),925738033
Partyone.in,3.8,86%,(440 Votes),925738028
BazaarCart.com,3.14,61%,(440 Votes),925738020
Oxolloxo.com,3.74,87%,(487 Votes),925738010
Warmoven.in,3.86,72%,(452 Votes),925737955
Coverscart.com,3.32,63%,(523 Votes),925735978
Next.co.in,1,50%,(2 Votes),925733394
Reliancedigital.in,1.54,17%,"(2,961 Votes)",925733382
Floweraura.com,4.3,71%,"(5,362 Votes)",925733379
FisherPrice.com,3.5,75%,(4 Votes),925733194
Shopatgoodprice.com,5,100%,(1 Vote),925733139
Aaramshop.com,2,25%,(4 Votes),925733115
Faballey.com,2.11,39%,(333 Votes),925732948
Vandvshop.com,1,1%,(10 Votes),925731625
Onerx.in,1.25,1%,(4 Votes),925728689
Tolexo.com,2.04,32%,"(1,974 Votes)",925728685
Cart2India.com,2.75,59%,"(1,272 Votes)",925728652
StreetStyleStore.com,1.56,17%,"(7,621 Votes)",925725996
GoPaisa.com,2.51,47%,"(2,105 Votes)",925723482
Strawberrynet.com,1.75,25%,(4 Votes),925723448
Edurite,2.89,55%,(975 Votes),925715812
Getpebbleinindia.com,4,100%,(1 Vote),925715763
Orosilber.com,4,100%,(2 Votes),925715493
Beveragewala.com,4.4,100%,(5 Votes),925715444
Savemoneyindia.com,3.2,70%,(10 Votes),925713102
Jacknjewel.com,3.54,86%,(690 Votes),925712690
Surpluss.in,2.3,48%,"(1,546 Votes)",925712689
Bigsop,2.72,86%,(690 Votes),925711769
Haldiramsonline.com,2.22,33%,(606 Votes),925704903
Cyankart.com,1.25,8%,(927 Votes),925703453
Myflowergift.com,1.1,3%,"(1,153 Votes)",925703441
Casiostore.in,2.5,43%,(8 Votes),925703408
Parasgreen.com,1,0%,(1 Vote),925703401
francoleone.com,3,50%,(2 Votes),925703400
Indianfreshflowers.com,4.43,100%,(7 Votes),925703372
Factoryrush.com,2,25%,(4 Votes),925703341
Printland.in,1.43,12%,"(4,150 Votes)",925703322
Gurgaongifts.com,5,100%,(1 Vote),925703321
gadgetworld.in,1,1%,(7 Votes),925703312
Compuindia.com,1.49,16%,(654 Votes),925703285
Buildkart.com,1,1%,(2 Votes),925703276
Smartprix.com,4.01,89%,(844 Votes),925703270
IndiasBigShop.com,4,100%,(1 Vote),925703255
Kamaayurveda.com,2.88,69%,(202 Votes),925703251
Ezeecloud.com/,1,1%,(2 Votes),925703240
Elitify.com,2.49,43%,(880 Votes),925703239
Autogully.com,2,0%,(1 Vote),925703233
Vistaprint.in,2.97,57%,(844 Votes),925703232
Naturesbasket.co.in,2,32%,(487 Votes),925703177
Dejavutrends.com,1.77,19%,(904 Votes),925703142
Trimlifestore.in,4.75,100%,(4 Votes),925703079
Printbucket.com,4.09,82%,(939 Votes),925703014
modelshop.in,5,100%,(1 Vote),925702995
Nykaa.com,2.05,33%,"(8,656 Votes)",925702993
spectrahut.com,4,100%,(1 Vote),925702988
101deals.in,4,100%,(2 Votes),925702922
gamlaa.com,3,67%,(3 Votes),925702911
Indiamags.com,1.37,10%,(380 Votes),925702874
Straightline.in,4,100%,(2 Votes),925702860
dailycatcher.in,4.5,100%,(4 Votes),925702857
Acadzone.com,1,0%,(4 Votes),925702847
Soldsmile.com,4.75,100%,(4 Votes),925702800
Addimon.com,4.67,100%,(4 Votes),925702790
sammydress.com,1.6,20%,(5 Votes),925702755
shopglasses.co.in,4,100%,(3 Votes),925702751
utsavfashion.com,1.7,20%,(10 Votes),925702746
indiacircus.com,2.31,38%,(190 Votes),925702678
crazyflorist.com,2.5,42%,(6 Votes),925702677
iwasugly.com,1,0%,(1 Vote),925702620
Styletag.com,1.56,21%,"(1,213 Votes)",925702584
deals15.com,4,88%,(9 Votes),925702574
stayfitindia.com,3.06,68%,(155 Votes),925702568
Dialhealth.com,1.93,29%,(7 Votes),925696074
Floristhff.com,4.5,100%,(2 Votes),925696073
Ekstop.com,3.21,61%,(428 Votes),925696061
Jaipanonline.com,2.33,33%,(3 Votes),925692947
Highstreetlabels.in,1,0%,(2 Votes),925692942
Clickoncare.com,2.78,60%,(761 Votes),925686267
Shopnineteen.com,3.05,60%,(476 Votes),925677302
Nvgals.com,4,100%,(6 Votes),925677300
Kitsnspares.com,1,1%,(2 Votes),925677246
A1cityflowers.in,1.7,18%,(559 Votes),925671967
Gizmobaba.com,2.89,51%,(713 Votes),925671889
Amazon.in,3.57,76%,"(1,63,440 Votes)",925670774
Kidzblush.com,1,0%,(2 Votes),925670742
Posterduniya.com,1,1%,(2 Votes),925670740
Gempundit.com,3.26,65%,"(1,914 Votes)",925670521
Thefragrance9.com,1.06,6%,(8 Votes),925670504
Edoordelivery.com,4.5,100%,(2 Votes),925670478
Trendin.com,2.4,46%,"(1,510 Votes)",925670476
Simplysizzl.in,1,0%,(2 Votes),925670471
Returngiftwala.com,4.33,92%,(178 Votes),925670455
Shop.anitadongre.com,1,0%,(1 Vote),925670453
Floralgiftstoindia.com,1,0%,(4 Votes),925670452
Momandmeshop.in,3,50%,(4 Votes),925670449
Awesomeji.com,1.86,29%,(8 Votes),925670447
EramuKaka.com,2.5,58%,(6 Votes),925670427
Merabubbly.com,4.5,100%,(2 Votes),925670235
Tapyti.com,4,100%,(1 Vote),925670229
Giftstoindiaplaza.com,1.21,14%,(7 Votes),925670228
Vmfashion.com,5,100%,(1 Vote),925670218
Orderyourchoice.com,2.83,54%,"(1,332 Votes)",925670213
Craftcart.in,5,100%,(1 Vote),925670172
Dress365days.com,4.18,91%,(273 Votes),925670159
Ibhejo.com,1.61,20%,"(1,201 Votes)",925670127
Bridesgalleria.com,3.67,67%,(4 Votes),925670116
Kalazone.in,2,29%,(7 Votes),925670093
Buydebest.com,5,100%,(1 Vote),925669633
Route2fashion.com,4,100%,(2 Votes),925669593
organicgarden.co.in,1.86,29%,(9 Votes),925669586
Healthgenie.in,2.78,55%,"(1,332 Votes)",925669370
Pricehunt.com,4.75,100%,(5 Votes),925669354
Shophunk.com,1,1%,(571 Votes),925669287
Lalajionline.com,2,0%,(2 Votes),925669264
24sevenindia.com,3.04,58%,(297 Votes),925669238
Champu.in,2.31,34%,(618 Votes),925669235
Frrutto.com,3,50%,(2 Votes),925669131
FNGstore.com,1,0%,(2 Votes),925669110
Liebemode.com,1,0%,(131 Votes),925669109
Getmyration.com,2.13,38%,(4 Votes),925669042
Flowersncakestoindia.com,1,1%,(190 Votes),925669037
Shophahaha.com,5,100%,(1 Vote),925669026
Uptowngaleria.com,3.38,78%,(10 Votes),925668925
Matwali.com,2,0%,(1 Vote),925668910
Tmart.com,4.68,95%,(262 Votes),925668805
Stalkbuylove.com,2.08,31%,"(2,973 Votes)",925668791
Homeshikari.com,3.98,85%,(547 Votes),925668774
Saltnsoap.com,4.33,100%,(6 Votes),925668773
Bobbystreet.com,5,100%,(2 Votes),925668750
Maebag.com,1.8,20%,(131 Votes),925668609
Carrymycard.com,4,100%,(5 Votes),925668500
Kinige.com,3,67%,(3 Votes),925668472
kitchen18.com,2,33%,(4 Votes),925668448
Cake2you.com,4.34,88%,(190 Votes),925668438
Fashionequation.com,3.7,80%,(10 Votes),925668428
Ayurvedaforall.in,1,0%,(2 Votes),925668409
Petalfreshworld.com,1,0%,(1 Vote),925668385
Postergully.com,2.93,57%,(369 Votes),925668383
Prettysecrets.com,3.2,56%,(297 Votes),925668382
Wildcraft.in,3.27,73%,(309 Votes),925668361
Sports365.in,2.49,46%,(487 Votes),925668274
Chikanbarn.com,4,100%,(2 Votes),925668233
Atkart.com,4.67,100%,(5 Votes),925668192
almamaterstore.in,1.93,35%,(357 Votes),925668187
Shopit4me.com,3.54,73%,(476 Votes),925668178
GiftstoKolkata24x7.com,3,50%,(2 Votes),925668136
Whysoserious.co.in,4,100%,(3 Votes),925668120
Gift2chennai.com,5,100%,(2 Votes),925668075
Dealtz.com,4.4,100%,(10 Votes),925667942
FlowerstoIndia24x7.com,5,100%,(2 Votes),925667941
Bangaloreflorists.com,3.5,75%,(4 Votes),925667939
CakestoDelhi.com,3.4,60%,(5 Votes),925667938
Winni.in,2.19,32%,"(7,396 Votes)",925667852
Indiangiftguru.com,4,100%,(1 Vote),925667814
86brands.com,4.25,88%,(8 Votes),925667733
Perfumecrush.com,4.06,79%,(916 Votes),925667703
Bigperx.com,3,50%,(4 Votes),925667652
Countryflora.com,1,0%,(3 Votes),925667640
9rasa.com,1,0%,(8 Votes),925667637
Urbanladder.com,2.08,31%,"(2,616 Votes)",925667633
dailyobjects.com,2.39,38%,"(1,795 Votes)",925667616
Turfkart.com,3.83,83%,(3 Votes),925667577
Bengalurugifts.com,1,1%,(155 Votes),925667427
Hopscotch.in,1.79,24%,"(2,437 Votes)",925667421
Sastawala.com,1,1%,(4 Votes),925667404
Indiaflowermall.com,1.78,22%,(214 Votes),925667377
Yobags.com,3.17,67%,(3 Votes),925667366
Bajaao.com,2.07,29%,"(1,581 Votes)",925667352
Alumawalletindia.com,2.88,63%,(9 Votes),925667233
Maniacstore.com,2.58,42%,(309 Votes),925667219
Printo.in,2.66,50%,(380 Votes),925667218
Perfumesdirect.co.in,1.44,22%,(9 Votes),925667217
Ticketgenie.in,2.6,60%,(10 Votes),925667198
mothertouchbaby.com,2.5,50%,(2 Votes),925667163
Kobster.com,3.33,67%,(3 Votes),925667145
Bebabyready.com,1,1%,(1 Vote),925667127
exoticindiaart.co.in,3.65,75%,(737 Votes),925667082
Mobilefun.com,3.54,82%,"(5,683 Votes)",925667041
Starruby.in,4.6,90%,(131 Votes),925666828
Ishopinternational.com,1.97,37%,(309 Votes),925666796
Bjain.com,4.5,100%,(2 Votes),925666764
Ergode.com,2.32,45%,(155 Votes),925666760
Royalimages.in,1.5,0%,(6 Votes),925666725
Giftstantra.com,4.29,94%,(214 Votes),925666719
Indiaemporium.com,3.44,75%,"(3,496 Votes)",925666649
Doloarts.com,4,100%,(1 Vote),925665319
Discountkart.com,3.17,63%,(214 Votes),925665270
Bikegear.in,3.83,89%,"(2,877 Votes)",925664970
Proaudiohome.com,3.75,67%,(6 Votes),925664838
Bluoshn.com,4.17,83%,(3 Votes),925664832
Shopo.in,2.06,25%,(428 Votes),925664808
High5store.com,3.62,77%,(155 Votes),925664803
Bookmycake.com,4.42,83%,(143 Votes),925664782
Lenstrade.com,3,67%,(3 Votes),925664778
Gizmeup.com,1.94,25%,(8 Votes),925664763
Dholdhamaka.com,2.1,31%,(369 Votes),925664734
Yaarikart.com,1,0%,(2 Votes),925664733
Womanistan.com,5,100%,(1 Vote),925664732
Itokri.com,4.16,87%,"(5,006 Votes)",925664730
Aquariumsindia.com,1,1%,(1 Vote),925664715
Ofororange.com,2.78,44%,(9 Votes),925664712
Kraftndecor.com,1.57,14%,(7 Votes),925664691
Craffts.com,3,50%,(2 Votes),925664246
Kidzoba.com,1.8,20%,(5 Votes),925664238
1click1call.com,3.33,67%,(3 Votes),925664169
Puneonlineflorists.com,1.22,11%,(10 Votes),925664002
Gadgetsguru.com,2.3,35%,(238 Votes),925663996
Monginis.net,2.59,47%,(535 Votes),925663955
Ishop2buy.com,0.75,0%,(2 Votes),925663920
Coachmkt.com,5,100%,(1 Vote),925663754
Zivame.com,2.02,32%,"(2,782 Votes)",925663750
Gkboptical.com,2.2,33%,(178 Votes),925663739
Shopatdisney.in,1,0%,(1 Vote),925663724
Purplle.com,1.82,24%,"(3,341 Votes)",925663722
24hoursloot.com,2.5,50%,(2 Votes),925663439
Indiaflowergiftshop.com,1.47,13%,"(1,879 Votes)",925663411
Zopnow.com,1.7,21%,"(2,319 Votes)",925663393
Bagskart.com,3.37,59%,(321 Votes),925663307
Chumbak.com,2.73,55%,(523 Votes),925663192
Ezoneonline.in,1.25,8%,(428 Votes),925663176
Hifimart.com,5,100%,(2 Votes),925663163
Hometown.in,2.03,31%,"(5,446 Votes)",925663161
Yapaa.com,3.47,69%,(404 Votes),925663155
Cazbak.in,1,0%,(1 Vote),925663152
Suzalin.com,4.25,80%,(10 Votes),925663084
Geekgoodies.in,5,100%,(1 Vote),925663032
Littlehomes.in,1,0%,(1 Vote),925663026
Artlivo.com,3,75%,(2 Votes),925662604
FabMart.com,3.14,69%,(749 Votes),925662553
Bewakoof.com,2.58,48%,"(4,578 Votes)",925662423
Mynutramart.com,3.33,67%,(3 Votes),925662267
Kraftinn.com,4.8,100%,(5 Votes),925660773
Mango.com,1.71,14%,(7 Votes),925660683
Giftbig.com,3.43,64%,(178 Votes),925660650
Snapittoday.com,2.5,50%,(5 Votes),925660617
Indianbestsellers.com,4,100%,(1 Vote),925660594
Lootbargain.com,3.2,70%,(131 Votes),925660573
Dealmaker.co.in,4.13,75%,(4 Votes),925660513
IndiaKirana.com,3.25,75%,(4 Votes),925660505
hifives.in,3,75%,(4 Votes),925660483
Andaazonline.com,1,1%,(2 Votes),925660477
Vinexshop.com,3.46,74%,(345 Votes),925660392
Isayorganic.com,2.5,50%,(2 Votes),925660345
Myflowertree.com,1.73,23%,"(16,789 Votes)",925660229
Jabong.com,2.59,45%,"(29,131 Votes)",925660222
Meemee.in,2.67,47%,(440 Votes),925659914
Phoolwala.com,2.31,44%,"(1,629 Votes)",925659908
Stationerybazaar.com,1.75,25%,(4 Votes),925659233
143gifts.com,4.06,88%,(226 Votes),925644424
Florista.in,2,50%,(2 Votes),925644417
Aryzon.com,5,100%,(1 Vote),925644415
Expresscakesmumbai.com,1,0%,(3 Votes),925643939
Sareesbazaar.com,3.76,84%,(297 Votes),925643934
Indiasupplement.com,1.4,10%,(285 Votes),925643930
Blab.co.in,3.99,79%,(404 Votes),925643904
Getexchangedeal.com,4.83,100%,(6 Votes),925643836
Sunglassesindia.com,3.52,67%,(250 Votes),925643835
Shopclues.com,1.8,23%,"(93,170 Votes)",925643754
Pepperfry.com,3.52,53%,"(28,477 Votes)",925642750
Fashos.com,2.19,34%,(380 Votes),925642749
Oyebazaar.com,4.2,80%,(5 Votes),925642513
Site4shopping.com,4.33,100%,(3 Votes),925642498
Peprismine.com,2.5,50%,(4 Votes),925642494
Homeshopplus.com,2.84,48%,(380 Votes),925642416
Lenskart.com,3.58,59%,"(16,801 Votes)",925642336
Timesdeal.com,1.5,13%,(10 Votes),925642325
Starcj.com,1.58,13%,"(1,641 Votes)",925642322
Discountsvu.com,3.33,65%,(166 Votes),925642321
Tilia.in,1,0%,(1 Vote),925642320
Groupon.co.in,2.16,39%,"(3,876 Votes)",925642273
Stylecraze.com,3.67,78%,(9 Votes),925642152
Textile - india.com,2.67,67%,(3 Votes),925642143
Adexmart.com,3.05,56%,(761 Votes),925641788
Babyoye.com,2.34,40%,"(1,760 Votes)",925641739
Printbindaas.com,2.65,38%,(166 Votes),925641702
Indiarush.com,1.52,12%,"(4,280 Votes)",925641690
Edigiworld.com,1,0%,(4 Votes),925641670
Thestiffcollar.com,3.44,67%,(9 Votes),925641613
Lensstreet.com,4.44,89%,(9 Votes),925641584
Kifayati.com,3.2,60%,(6 Votes),925641579
Rightshopping.in,1.5,17%,(3 Votes),925641531
Telebrandsindia.com,1.73,25%,(357 Votes),925641521
Shopyourworld.com,1.99,27%,"(1,843 Votes)",925641486
Hyderabadonlineflorists.com,1.19,5%,(250 Votes),925641013
Titlus.com,1,0%,(9 Votes),925641009
99blooms.com,1.6,20%,(143 Votes),925640965
Fashionjunkie.com,5,100%,(1 Vote),925640960
Flowerdeliveryindia.com,1.17,6%,(226 Votes),925640939
Rakhiworldwide.com,1.23,10%,(369 Votes),925640932
Udumalai.com,2.43,43%,(166 Votes),925640922
Motadeals.com,5,100%,(1 Vote),925640901
Bookshopinindia.com,3.7,88%,(678 Votes),925640900
Maxwellscottbags.com,4,100%,(1 Vote),925640896
Craftsvilla.com,2.03,30%,"(6,563 Votes)",925640884
Giftsmill.com,3.5,50%,(2 Votes),925640630
Kidloo.com,2.83,42%,(155 Votes),925640608
Magestore.com,2.57,43%,(166 Votes),925640242
Shoppersstop.com,1.48,15%,"(3,389 Votes)",925640234
Bata.in,1.8,20%,"(1,451 Votes)",925640207
Bigntallapparel.com,3.2,60%,(5 Votes),925640198
Thewatchshop.in,4.91,100%,(273 Votes),925633672
Zovi.com,3.54,73%,"(4,399 Votes)",925633661
Perfume2order.com,2.59,41%,(713 Votes),925633657
efello.com,2,25%,(166 Votes),925632016
Chennaistore.com,4.36,83%,(226 Votes),925631991
Indiacakes.com,3.2,58%,"(19,345 Votes)",925631951
Indiafloristonline.com,1.53,16%,(380 Votes),925631950
Saholic.com,3.17,58%,"(1,569 Votes)",925631944
Ebazaarmall.goo2o.com,3.43,71%,(7 Votes),925631940
Grabdeal.com,1.6,20%,(5 Votes),925631930
Paytm.com,3.15,65%,"(1,00,542 Votes)",925631912
Koolskool.com,2.4,20%,(5 Votes),925631899
Leathericon.com,3,33%,(3 Votes),925631868
Sareez.com,3.3,61%,(773 Votes),925631851
Printsasia.com,3.2,60%,(5 Votes),925628846
Buypetals.com,4.43,86%,(7 Votes),925628829
Edeal.in,1.82,18%,(143 Votes),925628818
Oyegirl.com,2.2,40%,(5 Votes),925627143
99Labels.com,1.15,4%,(939 Votes),925627013
A2zbaby.com,2.86,57%,(7 Votes),925626951
Yepme.com,1.82,22%,"(16,503 Votes)",925617244
Pantaloons.com,2.06,34%,(773 Votes),925617235
Indiavarta.com,1,0%,(5 Votes),925617234
Canvasprint.in,2,50%,(2 Votes),925617231
Koovs.com,2.85,53%,"(7,610 Votes)",925617145
Shastore.com,1.67,50%,(3 Votes),925617142
Dealivore.com,4.5,100%,(4 Votes),925616139
CaratLane.com,4.5,97%,"(27,311 Votes)",925616000
Vivagroupindia.com,4,100%,(1 Vote),925615691
Bagittoday.com,1.22,8%,"(2,973 Votes)",925615687
Fommy.co.in,1.2,1%,(8 Votes),925615517
Mydala.com,1.91,35%,"(1,201 Votes)",925615446
Sosasta.com,1.35,10%,(487 Votes),925615439
Redbag.in,5,100%,(1 Vote),925615397
Nicerdicerindia.com,3.4,70%,(10 Votes),925615396
Bestebazaar.com,1,1%,(2 Votes),925615334
Yebhi.com,2.39,44%,"(10,190 Votes)",925615287
Copyfaxes.com,3.89,76%,(702 Votes),925615215
Dealsandyou.com,1.4,14%,"(1,902 Votes)",925615140
Bitfang.com,2.19,34%,(226 Votes),925615064
Tinysurprise.com,3.64,71%,(166 Votes),925614978
Earthygoods.co.in,3,100%,(1 Vote),925614902
Cbazaar.com,1.41,14%,"(1,367 Votes)",925614898
Housefull.com,1.52,14%,"(6,016 Votes)",925614894
Snapdeal.com,2.5,43%,"(1,38,542 Votes)",925602969
Suratdiamond.com,3.05,67%,(856 Votes),925602837
Magazinenook.com,3,50%,(2 Votes),925602805
Giftstoindia24x7.com,2.63,55%,"(1,593 Votes)",925602784
Fashionandyou.com,1.87,25%,"(7,943 Votes)",925593180
Onlygowns.com,2.31,38%,(155 Votes),925591720
Giftstoindia.com,1.21,6%,"(1,902 Votes)",925591455
Fairdeal.weebly.com,1.5,50%,(2 Votes),925591340
BookAdda.com,2.33,36%,"(1,938 Votes)",925590666
